MCS,ROCK,PAPER,SCISSORS,LIZARD,SPOCK
570,4.225,0,29.01,32.835,27.6775
571,4.2725,0,29.3775,32.685,27.5725
572,4.275,0,29.51,32.3975,27.67
573,4.2625,0,29.545,32.42,27.6325
574,4.27,0,29.8225,32.2725,27.58
575,4.3025,0,30.06,32.0875,27.5425
576,4.3375,0,30.1675,31.945,27.5125
577,4.39,0,30.3125,31.7275,27.4225
578,4.41,0,30.445,31.5225,27.5075
579,4.47,0,30.59,31.415,27.4675
580,4.5025,0,30.775,31.2075,27.485
581,4.565,0,30.89,31.05,27.44
582,4.5925,0,31.09,30.785,27.465
583,4.6425,0,31.2525,30.705,27.3325
584,4.65,0,31.45,30.55,27.2
585,4.645,0,31.4725,30.5125,27.265
586,4.6025,0,31.5725,30.3475,27.4825
587,4.6125,0,31.64,30.1825,27.395
588,4.6325,0,31.5275,30.1275,27.5475
589,4.6275,0,31.735,29.8975,27.7425
590,4.5925,0,31.7975,29.8025,27.8575
591,4.575,0,31.74,29.675,27.8775
592,4.555,0,31.81,29.5825,27.9775
593,4.555,0,31.8875,29.3125,28.185
594,4.5125,0,31.8975,29.1675,28.38
595,4.495,0,32.0325,29.0175,28.405
596,4.5225,0,32.0025,28.95,28.645
597,4.4225,0,32.0475,28.875,28.7675
598,4.36,0,31.9725,28.645,28.97
599,4.32,0,31.9825,28.6275,29.0625
600,4.2825,0,31.8875,28.5575,29.225
601,4.235,0,31.8675,28.43,29.3825
602,4.185,0,31.9275,28.205,29.5375
603,4.155,0,31.845,28.13,29.755
604,4.135,0,31.745,27.93,29.955
605,4.06,0,31.61,27.8175,30.205
606,4.025,0,31.4675,27.7625,30.44
607,4.01,0,31.33,27.7475,30.7575
608,3.935,0,31.1475,27.725,31.0225
609,3.87,0,31.055,27.675,31.37
610,3.81,0,30.865,27.485,31.4875
611,3.76,0,30.84,27.4025,31.8
612,3.745,0,30.6825,27.3625,32.1075
613,3.6325,0,30.575,27.2725,32.215
614,3.59,0,30.41,27.2275,32.3825
615,3.56,0,30.3575,27.195,32.495
616,3.4925,0,30.2425,27.1925,32.6275
617,3.5375,0,30.015,27.04,32.89
618,3.4575,0,30.0025,27,33.215
619,3.43,0,29.775,27.175,33.4225
620,3.435,0,29.5925,27.115,33.71
621,3.4,0,29.6,27.135,33.7925
622,3.32,0,29.4,27.105,34.08
623,3.305,0,29.355,27.1025,34.1875
624,3.3125,0,29.1625,27.15,34.43
625,3.26,0,29.07,27.115,34.6975
626,3.165,0,28.7425,27.05,34.84
627,3.205,0,28.4075,27.1525,35.0525
628,3.2,0,28.2825,27.2175,35.2625
629,3.21,0,28.2425,27.115,35.52
630,3.22,0,28.0325,27.1625,35.625
631,3.215,0,27.785,27.185,35.8775
632,3.235,0,27.51,27.2025,36.0125
633,3.2525,0,27.2975,27.3525,36.11
634,3.24,0,27.115,27.355,36.03
635,3.2,0,26.945,27.605,36.27
636,3.235,0,26.7025,27.705,36.32
637,3.2625,0,26.5275,27.765,36.6175
638,3.2475,0,26.2025,28.0475,36.545
639,3.255,0,25.915,28.2575,36.54
640,3.24,0,25.6375,28.4875,36.55
641,3.25,0,25.39,28.5975,36.605
642,3.2825,0,25.215,28.7375,36.785
643,3.2475,0,24.94,28.8275,36.9125
644,3.2475,0,24.69,29.04,36.7175
645,3.225,0,24.575,29.1775,36.6975
646,3.2575,0,24.34,29.235,36.7125
647,3.2475,0,24.1275,29.475,36.73
648,3.235,0,24.1825,29.645,36.735
649,3.2375,0,24.04,29.775,36.6275
650,3.25,0,23.8125,29.86,36.705
651,3.1975,0,23.6,30.1825,36.6825
652,3.17,0,23.595,30.255,36.6175
653,3.1825,0,23.465,30.5625,36.405
654,3.195,0,23.555,30.68,36.44
655,3.165,0,23.5275,30.9875,36.1125
656,3.1875,0,23.3725,31.1425,35.9075
657,3.1725,0,23.3375,31.4325,35.785
658,3.1375,0,23.385,31.5325,35.6575
659,3.135,0,23.295,31.8,35.425
660,3.1775,0,23.2475,32.065,35.27
661,3.13,0,23.2275,32.3075,35.035
662,3.1375,0,23.27,32.595,34.8125
663,3.1725,0,23.1775,32.735,34.65
664,3.16,0,23.2625,32.8875,34.3875
665,3.16,0,23.3975,33.145,34.2075
666,3.125,0,23.405,33.2975,34.0225
667,3.1025,0,23.4975,33.4175,33.825
668,3.175,0,23.5525,33.5425,33.4775
669,3.2025,0,23.6375,33.655,33.3125
670,3.23,0,23.6625,33.8975,33.0825
671,3.225,0,23.75,34.1125,32.635
672,3.1675,0,23.8875,34.3325,32.4
673,3.1625,0,23.995,34.545,32.21
674,3.1275,0,23.9225,34.6475,32.145
675,3.1625,0,23.935,34.71,31.9325
676,3.1025,0,24.035,34.7925,31.76
677,3.12,0,24.17,34.96,31.57
678,3.06,0,24.225,35.135,31.405
679,3.05,0,24.4175,35.1425,31.06
680,3.075,0,24.61,35.33,30.8875
681,3.09,0,24.7175,35.425,30.57
682,3.0975,0,24.795,35.585,30.365
683,3.12,0,24.8175,35.6625,30.0825
684,3.115,0,24.9825,35.8675,29.8775
685,3.12,0,25.2125,35.7825,29.8225
686,3.1375,0,25.3975,35.76,29.61
687,3.125,0,25.7125,35.795,29.2225
688,3.1425,0,25.825,35.695,29.02
689,3.1625,0,25.955,35.7275,28.8775
690,3.205,0,26.1075,35.6875,28.8075
691,3.2675,0,26.2275,35.695,28.6175
692,3.26,0,26.52,35.59,28.455
693,3.225,0,26.6825,35.6125,28.2075
694,3.2925,0,26.8625,35.68,28.09
695,3.2725,0,27,35.6075,27.9875
696,3.2575,0,27.045,35.65,27.9175
697,3.26,0,27.2325,35.38,28.0025
698,3.3025,0,27.2525,35.3575,27.835
699,3.33,0,27.4125,35.4125,27.775
700,3.385,0,27.4775,35.4,27.53
701,3.4025,0,27.7275,35.325,27.365
702,3.42,0,27.7975,35.3025,27.2325
703,3.445,0,27.9025,35.31,27.1675
704,3.415,0,27.9475,35.31,27.1275
705,3.4,0,28.1275,35.215,27.0325
706,3.46,0,28.185,35.2075,26.9825
707,3.4875,0,28.2625,35.2175,26.875
708,3.5475,0,28.3125,35.08,26.79
709,3.63,0,28.3975,35.1075,26.755
710,3.615,0,28.4125,34.9725,26.8625
711,3.6825,0,28.5425,34.93,26.825
712,3.715,0,28.5225,34.84,26.74
713,3.7475,0,28.6575,34.6225,26.9425
714,3.77,0,28.665,34.3225,26.915
715,3.805,0,28.8025,34.295,26.9
716,3.8225,0,28.925,34.21,27.06
717,3.875,0,29.01,34.18,26.9225
718,3.915,0,29.0575,34.1125,26.9225
719,3.9175,0,29.0475,34.075,26.97
720,3.9025,0,29.0625,34.105,26.905
721,3.9425,0,28.885,33.97,27
722,3.97,0,28.8775,33.895,27.195
723,3.9675,0,28.9375,33.875,27.1775
724,3.9875,0,29.0075,33.9225,27.135
725,4.005,0,28.9375,33.845,27.275
726,4.0175,0,28.9175,33.7125,27.4125
727,4.0775,0,28.8725,33.5925,27.4575
728,4.1375,0,28.7275,33.545,27.67
729,4.125,0,28.705,33.4275,27.7625
730,4.185,0,28.645,33.3775,27.8575
731,4.19,0,28.6175,33.2675,27.955
732,4.26,0,28.55,33.235,28.0125
733,4.2825,0,28.5675,33.1325,28.155
734,4.3275,0,28.665,32.8375,28.225
735,4.3775,0,28.64,32.7825,28.38
736,4.4125,0,28.5625,32.675,28.4425
737,4.4575,0,28.4725,32.65,28.445
738,4.4775,0,28.3875,32.5325,28.565
739,4.47,0,28.31,32.465,28.75
740,4.51,0,28.2275,32.3275,28.955
741,4.53,0,28.015,32.265,29.16
742,4.56,0,27.8575,32.22,29.2875
743,4.5775,0,27.785,32.065,29.3925
744,4.6425,0,27.63,32.035,29.675
745,4.6825,0,27.38,31.9175,29.905
746,4.7725,0,27.3125,31.805,30.145
747,4.7325,0,27.2925,31.58,30.2
748,4.7675,0,27.21,31.6475,30.4175
749,4.85,0,27.0475,31.5575,30.5125
750,4.83,0,26.8875,31.5,30.605
751,4.8425,0,26.7775,31.5,30.655
752,4.845,0,26.625,31.5,30.8625
753,4.8825,0,26.58,31.3925,31.0825
754,4.915,0,26.4475,31.3775,31.335
755,4.9575,0,26.18,31.3125,31.5775
756,5,0,25.9475,31.315,31.635
757,4.9725,0,25.81,31.4,31.76
758,4.9675,0,25.5025,31.4425,31.8625
759,4.9575,0,25.3275,31.565,32.095
760,4.975,0,25.145,31.75,32.1
761,4.9375,0,24.9475,31.8325,32.3525
762,4.885,0,24.6775,31.8575,32.485
763,4.885,0,24.4875,32.015,32.66
764,4.8975,0,24.395,31.9325,32.75
765,4.93,0,24.38,31.9275,32.7525
766,4.955,0,24.3125,31.8825,32.845
767,4.9875,0,24.2475,31.7725,32.9525
768,5.0525,0,24.1675,31.6925,33.0525
769,5.045,0,24.185,31.685,33.17
770,5.0375,0,23.9075,31.7275,33.245
771,5.0775,0,23.86,31.725,33.2825
772,5.07,0,23.7075,31.6025,33.3475
773,5.025,0,23.6475,31.8525,33.48
774,5.0225,0,23.605,31.83,33.52
775,4.99,0,23.5425,31.81,33.595
776,4.965,0,23.405,31.725,33.7075
777,4.9975,0,23.4875,31.7275,33.5175
778,4.9975,0,23.485,31.92,33.305
779,4.995,0,23.415,32.1925,33.2775
780,4.9675,0,23.4,32.1925,33.2375
781,5,0,23.265,32.355,33.06
782,5.03,0,23.255,32.5825,32.955
783,5.0225,0,23.2425,32.61,32.915
784,5.0225,0,23.3075,32.635,32.8475
785,5.0425,0,23.0925,32.7975,32.92
786,5.0425,0,23.0075,32.865,32.8475
787,5.04,0,22.9525,32.925,32.8975
788,5.0325,0,22.9425,33.065,32.755
789,5.09,0,22.92,32.985,32.6425
790,5.0575,0,22.8175,33.235,32.5675
791,5.0525,0,22.695,33.225,32.6825
792,5.025,0,22.6775,33.525,32.61
793,4.9825,0,22.745,33.64,32.4175
794,4.97,0,22.7625,33.75,32.3475
795,4.9275,0,22.95,33.85,32.07
796,4.92,0,22.9325,33.925,32.0075
797,4.91,0,22.9,33.935,32.0575
798,4.91,0,23.04,33.9875,31.98
799,4.87,0,23.0075,34.0075,31.8825
800,4.89,0,23.03,34.1125,31.805
801,4.855,0,23.165,34.2975,31.6775
802,4.855,0,23.2325,34.3175,31.5875
803,4.7925,0,23.3125,34.325,31.39
804,4.7625,0,23.485,34.4475,31.3075
805,4.68,0,23.6675,34.415,31.1125
806,4.655,0,23.825,34.4875,30.9525
807,4.64,0,23.95,34.39,30.82
808,4.625,0,24.1275,34.4075,30.75
809,4.61,0,24.34,34.4025,30.485
810,4.6075,0,24.5,34.5125,30.2225
811,4.6125,0,24.4925,34.565,30.205
812,4.6,0,24.6225,34.575,29.9475
813,4.5525,0,24.84,34.56,29.8875
814,4.535,0,25.025,34.62,29.765
815,4.5925,0,25.055,34.555,29.5125
816,4.5425,0,25.285,34.6675,29.4425
817,4.5225,0,25.3875,34.5,29.3325
818,4.4925,0,25.6825,34.61,29.185
819,4.4525,0,25.74,34.6425,28.98
820,4.3975,0,25.9425,34.8025,28.7575
821,4.38,0,26.165,34.8725,28.595
822,4.3725,0,26.41,34.92,28.3775
823,4.4125,0,26.46,34.7425,28.2275
824,4.455,0,26.7425,34.5525,28.1125
825,4.385,0,26.825,34.4575,28.0275
826,4.4025,0,27.0525,34.5475,27.9175
827,4.3975,0,27.1775,34.41,27.7875
828,4.38,0,27.315,34.3875,27.685
829,4.4325,0,27.5525,34.2475,27.5475
830,4.42,0,27.62,34.215,27.4575
831,4.4125,0,27.8125,34.1825,27.2675
832,4.4725,0,27.9825,34.02,27.2075
833,4.555,0,28.065,34.1175,27.085
834,4.4975,0,28.245,33.9375,27.1075
835,4.4625,0,28.4075,33.8225,27.1775
836,4.4875,0,28.4225,33.7725,27.035
837,4.4875,0,28.6125,33.6725,26.9775
838,4.4875,0,28.6625,33.62,26.88
839,4.515,0,28.6975,33.57,26.905
840,4.5425,0,28.8725,33.445,26.8875
841,4.5525,0,28.9525,33.3325,26.9625
842,4.575,0,28.9075,33.235,26.855
843,4.6025,0,28.9125,33.185,27.02
844,4.58,0,29.02,33.0925,27.12
845,4.5425,0,29.145,32.945,27.27
846,4.4975,0,29.0975,32.7925,27.3925
847,4.495,0,28.9975,32.5825,27.53
848,4.5175,0,29.125,32.3775,27.7325
849,4.5375,0,29.1125,32.2275,27.81
850,4.5525,0,29.11,32.025,28.02
851,4.52,0,29.15,31.8625,28.195
852,4.5425,0,29.16,31.6325,28.47
853,4.4925,0,29.115,31.4175,28.57
854,4.585,0,29.205,31.2,28.6425
855,4.5675,0,29.2275,31.22,28.855
856,4.5875,0,29.2875,30.935,28.9175
857,4.62,0,29.275,30.8975,29.0825
858,4.595,0,29.18,30.63,29.2875
859,4.6725,0,29.125,30.425,29.535
860,4.6925,0,29.17,30.18,29.7125
861,4.74,0,29.2125,29.8925,29.895
862,4.7375,0,29.18,29.905,29.97
863,4.725,0,29.145,29.7725,30.1075
864,4.7675,0,29.0725,29.6175,30.1025
865,4.8525,0,29.075,29.4075,30.2775
866,4.96,0,29.0675,29.25,30.37
867,4.9425,0,29.01,29.03,30.5575
868,5.0125,0,28.92,28.8875,30.8125
869,5.0475,0,28.8625,28.7375,30.965
870,5.13,0,28.6425,28.72,31.0825
871,5.135,0,28.635,28.68,31.35
872,5.21,0,28.5675,28.455,31.415
873,5.24,0,28.3925,28.315,31.52
874,5.23,0,28.3325,28.36,31.8075
875,5.2625,0,28.08,28.5,31.86
876,5.2425,0,27.99,28.385,32.0575
877,5.2625,0,27.925,28.39,32.205
878,5.28,0,27.765,28.46,32.2
879,5.26,0,27.575,28.43,32.3675
880,5.285,0,27.4525,28.605,32.315
881,5.2575,0,27.4075,28.58,32.44
882,5.22,0,27.3375,28.5675,32.53
883,5.2675,0,27.145,28.6875,32.6425
884,5.235,0,26.99,28.8375,32.6875
885,5.3025,0,26.94,28.81,32.68
886,5.2725,0,26.8175,28.9425,32.6275
887,5.28,0,26.6225,28.8675,32.6875
888,5.23,0,26.4675,29,32.75
889,5.2675,0,26.2875,29.1175,32.75
890,5.3525,0,26.29,29.3325,32.7825
891,5.3225,0,26.0275,29.4875,32.885
892,5.3325,0,25.8025,29.675,32.8575
893,5.37,0,25.605,29.7625,32.91
894,5.3425,0,25.475,29.835,32.9175
895,5.3875,0,25.3375,30.1275,32.955
896,5.365,0,25.0125,30.34,32.8075
897,5.355,0,24.885,30.38,32.7725
898,5.3925,0,24.7825,30.5975,32.725
899,5.41,0,24.5625,30.7775,32.9
900,5.405,0,24.4625,30.81,32.8875
901,5.445,0,24.4225,30.8575,32.9
902,5.4025,0,24.3275,30.9575,33.0225
903,5.4325,0,24.18,31.0775,33.1125
904,5.44,0,24.11,31.1875,33.07
905,5.4675,0,23.965,31.3325,32.9875
906,5.4975,0,23.9475,31.1975,33.045
907,5.5125,0,23.9025,31.2975,32.985
908,5.4475,0,24.005,31.3875,33.0625
909,5.425,0,23.9325,31.4225,33.085
910,5.4,0,23.9525,31.4525,33.085
911,5.4,0,23.895,31.475,33.125
912,5.4625,0,23.87,31.6225,33.2025
913,5.4525,0,23.735,31.6475,33.2175
914,5.4225,0,23.7325,31.6675,33.095
915,5.3975,0,23.855,31.68,33.085
916,5.36,0,23.77,31.6975,33.1425
917,5.4175,0,23.8525,31.7375,33.0075
918,5.3975,0,23.725,31.785,32.9725
919,5.43,0,23.6925,31.81,32.9425
920,5.49,0,23.6975,31.9625,32.975
921,5.55,0,23.585,31.885,32.8675
922,5.5825,0,23.5525,31.855,32.8375
923,5.6325,0,23.625,31.895,32.8275
924,5.6975,0,23.7225,31.83,32.78
925,5.705,0,23.7025,31.855,32.825
926,5.7325,0,23.6175,31.835,32.7625
927,5.71,0,23.7,31.6475,32.6875
928,5.7225,0,23.79,31.7,32.5875
929,5.79,0,23.89,31.5725,32.465
930,5.84,0,23.8575,31.7275,32.41
931,5.8675,0,23.9425,31.725,32.315
932,5.89,0,23.995,31.63,32.1775
933,5.8725,0,24.1825,31.64,31.94
934,5.9375,0,24.285,31.675,31.7625
935,5.98,0,24.375,31.7225,31.7825
936,6.045,0,24.4675,31.6375,31.61
937,6.04,0,24.6025,31.6225,31.405
938,6.04,0,24.7225,31.6375,31.4475
939,6.0325,0,24.8575,31.6225,31.2075
940,6.0525,0,24.82,31.595,31.2125
941,6.075,0,24.9775,31.485,31.13
942,6.065,0,25.1825,31.295,31.1425
943,6.065,0,25.335,31.3975,31.145
944,5.9975,0,25.4625,31.2925,31.135
945,5.9675,0,25.605,31.4,30.935
946,5.9675,0,25.745,31.3425,30.7575
947,5.9475,0,25.6725,31.395,30.66
948,5.9725,0,25.745,31.425,30.645
949,5.945,0,25.7825,31.43,30.61
950,5.93,0,26.0125,31.39,30.495
951,5.96,0,26.095,31.36,30.455
952,5.9675,0,26.0025,31.275,30.4825
953,5.9575,0,26.125,31.2825,30.45
954,5.9825,0,26.11,31.22,30.3825
955,5.995,0,26.24,31.1525,30.465
956,5.9725,0,26.355,31.1575,30.44
957,5.945,0,26.5125,30.9775,30.345
958,5.9225,0,26.5675,30.8775,30.5125
959,5.9225,0,26.6325,30.9375,30.5025
960,5.885,0,26.805,30.705,30.4125
961,5.8825,0,26.905,30.6125,30.52
962,5.8975,0,27,30.5425,30.5475
963,5.89,0,27.0075,30.4575,30.595
964,5.8,0,27.0625,30.525,30.625
965,5.785,0,27.28,30.4175,30.57
966,5.775,0,27.4725,30.24,30.5675
967,5.8075,0,27.4175,30.1675,30.63
968,5.795,0,27.4575,29.9775,30.77
969,5.7775,0,27.48,29.9075,30.9275
970,5.75,0,27.48,29.7625,31.115
971,5.64,0,27.5575,29.7025,31.23
972,5.645,0,27.3875,29.485,31.305
973,5.5725,0,27.3125,29.5625,31.395
974,5.575,0,27.305,29.575,31.53
975,5.525,0,27.31,29.3575,31.6
976,5.5275,0,27.415,29.4375,31.82
977,5.4725,0,27.215,29.28,31.93
978,5.4225,0,27.125,29.2775,32.005
979,5.3875,0,27.1625,29.3075,32.0725
980,5.345,0,27.095,29.2475,32.32
981,5.2975,0,26.9825,29.2075,32.545
982,5.26,0,27.01,29.2425,32.645
983,5.19,0,26.9475,29.0975,32.7175
984,5.135,0,26.9275,29.015,33.0575
985,5.155,0,26.87,28.7775,33.2525
986,5.0875,0,26.72,28.8025,33.305
987,5.0725,0,26.605,28.8875,33.4
988,5.0425,0,26.55,28.6975,33.505
989,5.0725,0,26.4525,28.6375,33.675
990,5.05,0,26.3925,28.5625,33.8675
991,5.0175,0,26.1925,28.5775,33.9825
992,5.035,0,26.2075,28.5475,34.155
993,5.145,0,26.15,28.6225,34.1775
994,5.095,0,26.1175,28.5575,34.2175
995,5.0775,0,25.9375,28.5425,34.3
996,5.0775,0,25.8725,28.515,34.485
997,5.08,0,25.725,28.54,34.5975
998,5.0725,0,25.555,28.4225,34.8675
999,4.995,0,25.46,28.49,34.9525
1000,4.9775,0,25.365,28.525,35.06
1001,5.0375,0,25.215,28.5425,35.205
1002,5.0575,0,25.165,28.5425,35.2775
1003,5.035,0,24.9375,28.5725,35.4875
1004,5.03,0,24.71,28.5525,35.6275
1005,5.0675,0,24.565,28.5875,35.6775
1006,5.1075,0,24.61,28.5875,35.8575
1007,5.1025,0,24.51,28.6275,35.9975
1008,5.1025,0,24.2775,28.67,35.995
1009,5.065,0,24.28,28.68,36.11
1010,5.06,0,24.1725,28.645,36.2225
1011,5.075,0,24.0975,28.6675,36.3375
1012,5.085,0,23.9375,28.605,36.4825
1013,5.0825,0,23.805,28.64,36.5125
1014,5.0875,0,23.7725,28.675,36.5425
1015,5.1125,0,23.625,28.6375,36.715
1016,5.135,0,23.54,28.5725,36.805
1017,5.2,0,23.6275,28.6225,36.695
1018,5.2475,0,23.5425,28.5825,36.605
1019,5.2975,0,23.6075,28.65,36.465
1020,5.3775,0,23.4825,28.7475,36.3775
1021,5.4225,0,23.4125,28.855,36.4975
1022,5.455,0,23.4225,28.8425,36.25
1023,5.5025,0,23.4075,28.8675,36.27
1024,5.5275,0,23.49,28.9525,36.1425
1025,5.53,0,23.5275,28.8425,36.025
1026,5.525,0,23.3675,29.1475,35.9325
1027,5.565,0,23.37,29.3425,35.8725
1028,5.57,0,23.3075,29.2875,35.73
1029,5.5925,0,23.215,29.3175,35.69
1030,5.68,0,23.2275,29.4975,35.7275
1031,5.67,0,23.345,29.5225,35.7675
1032,5.69,0,23.4375,29.545,35.6125
1033,5.7025,0,23.415,29.585,35.57
1034,5.665,0,23.4275,29.595,35.3725
1035,5.6575,0,23.3675,29.735,35.16
1036,5.7,0,23.4725,29.8375,34.955
1037,5.765,0,23.4775,29.8825,34.8475
1038,5.7925,0,23.4875,29.97,34.7175
1039,5.785,0,23.5075,30.1175,34.62
1040,5.745,0,23.495,30.2,34.565
1041,5.81,0,23.635,30.2625,34.46
1042,5.885,0,23.695,30.2575,34.2225
1043,5.9175,0,23.7925,30.22,34.1375
1044,5.8675,0,23.83,30.215,33.8875
1045,5.955,0,23.8425,30.29,33.745
1046,6.0025,0,23.83,30.4275,33.63
1047,5.96,0,23.88,30.725,33.43
1048,5.945,0,23.8475,30.7775,33.2725
1049,5.9725,0,23.8675,30.815,33.205
1050,5.975,0,23.885,30.7775,33.0975
1051,6.0125,0,23.9375,30.8225,33.0325
1052,6.0225,0,23.9575,30.9125,33.0025
1053,6.0175,0,23.9075,31.105,32.83
1054,5.985,0,23.8825,31.085,32.77
1055,5.965,0,23.9275,31.115,32.6425
1056,5.9125,0,24.1125,31.355,32.515
1057,5.86,0,24.1225,31.5075,32.2925
1058,5.84,0,24.115,31.53,32.2675
1059,5.8425,0,24.1375,31.615,32.21
1060,5.7875,0,24.245,31.7525,32.1075
1061,5.7975,0,24.33,31.8775,31.8875
1062,5.7725,0,24.315,31.77,31.79
1063,5.7675,0,24.3725,31.89,31.63
1064,5.665,0,24.4675,31.8825,31.4
1065,5.615,0,24.6275,32.0325,31.2675
1066,5.6,0,24.575,32.08,31.225
1067,5.52,0,24.685,32.24,31.185
1068,5.5,0,24.7375,32.49,31.075
1069,5.4725,0,24.8225,32.375,30.9525
1070,5.42,0,24.92,32.485,30.715
1071,5.4,0,25.025,32.445,30.8225
1072,5.4275,0,25,32.5025,30.805
1073,5.425,0,25.0275,32.68,30.5975
1074,5.375,0,25.0675,32.7875,30.495
1075,5.34,0,25.1525,32.91,30.245
1076,5.33,0,25.25,32.8225,30.315
1077,5.3175,0,25.3275,32.6425,30.2675
1078,5.325,0,25.365,32.6625,30.16
1079,5.3375,0,25.5375,32.695,30.175
1080,5.2975,0,25.62,32.78,30.2125
1081,5.3225,0,25.5375,32.795,30.12
1082,5.295,0,25.455,32.7525,30.0325
1083,5.29,0,25.4825,32.74,30.1225
1084,5.2475,0,25.615,32.845,30.0875
1085,5.355,0,25.67,32.6825,30.0875
1086,5.36,0,25.52,32.7475,30.0725
1087,5.365,0,25.6575,32.8275,30.035
1088,5.375,0,25.615,32.8025,29.94
1089,5.3425,0,25.6975,32.95,29.885
1090,5.3175,0,25.58,32.89,29.825
1091,5.35,0,25.645,32.805,29.945
1092,5.3125,0,25.7475,32.83,29.8
1093,5.2975,0,25.8425,32.7725,29.655
1094,5.295,0,25.87,32.965,29.5325
1095,5.29,0,25.9225,32.905,29.455
1096,5.2725,0,25.955,32.91,29.515
1097,5.3075,0,25.8625,32.885,29.49
1098,5.34,0,25.965,32.8875,29.37
1099,5.3075,0,25.965,33.005,29.27
1100,5.33,0,26.11,33.0775,29.1925
1101,5.39,0,26.08,32.865,29.2125
1102,5.3875,0,26.1625,32.8925,29.165
1103,5.45,0,26.1225,32.9225,29.1925
1104,5.5875,0,26.32,32.8,29.155
1105,5.5925,0,26.215,32.645,29.17
1106,5.5975,0,26.265,32.72,29.1175
1107,5.635,0,26.3075,32.6625,29.2425
1108,5.6775,0,26.3025,32.64,29.195
1109,5.71,0,26.3225,32.5025,29.25
1110,5.785,0,26.34,32.3725,29.23
1111,5.8025,0,26.275,32.1925,29.1575
1112,5.8775,0,26.3625,32.29,29.2525
1113,5.925,0,26.4,32.225,29.355
1114,5.965,0,26.325,31.9575,29.3225
1115,6.035,0,26.27,31.9975,29.3875
1116,6.025,0,26.345,31.845,29.4925
1117,6.085,0,26.2675,31.94,29.3225
1118,6.1675,0,26.1225,32.055,29.45
1119,6.1975,0,26.0675,32.0125,29.475
1120,6.185,0,25.985,32.1725,29.46
1121,6.2075,0,25.88,32,29.5025
1122,6.1925,0,25.835,32.0525,29.6575
1123,6.205,0,25.7875,32.1275,29.65
1124,6.2525,0,25.8325,32.1725,29.4925
1125,6.27,0,25.6675,32.155,29.6575
1126,6.31,0,25.605,32.1425,29.8025
1127,6.365,0,25.595,32.115,29.8075
1128,6.3825,0,25.5275,31.9975,29.7925
1129,6.44,0,25.35,32.0075,29.8375
1130,6.5075,0,25.2825,32.0925,29.955
1131,6.475,0,25.1625,32.0575,30.0275
1132,6.495,0,24.97,32.08,30.0925
1133,6.45,0,24.77,32.1075,30.075
1134,6.4975,0,24.6575,32.185,30.235
1135,6.4775,0,24.595,32.2,30.325
1136,6.4825,0,24.5,32.225,30.4925
1137,6.5525,0,24.3875,32.145,30.5
1138,6.5425,0,24.2225,32.235,30.5875
1139,6.5175,0,24.205,32.31,30.7025
1140,6.53,0,24.0575,32.25,30.915
1141,6.525,0,23.945,32.2825,31.0475
1142,6.4825,0,23.8125,32.305,31.0975
1143,6.465,0,23.705,32.41,31.175
1144,6.5325,0,23.515,32.36,31.36
1145,6.465,0,23.395,32.3475,31.5575
1146,6.5225,0,23.4025,32.26,31.7275
1147,6.4675,0,23.2275,32.2775,31.8325
1148,6.5025,0,23.035,32.335,31.8925
1149,6.545,0,22.9875,32.47,31.81
1150,6.515,0,22.8575,32.4375,31.8375
1151,6.42,0,22.92,32.385,31.8825
1152,6.3625,0,22.91,32.3075,32.1075
1153,6.3425,0,22.8825,32.405,32.09
1154,6.275,0,22.8725,32.4775,32.305
1155,6.26,0,22.78,32.33,32.505
1156,6.23,0,22.7975,32.33,32.4875
1157,6.19,0,22.8125,32.29,32.4775
1158,6.0925,0,22.9275,32.16,32.565
1159,6.07,0,22.97,32.15,32.5825
1160,6.0475,0,22.9325,32.275,32.6825
1161,6.0175,0,22.96,32.195,32.6525
1162,6.035,0,23.0575,32.15,32.635
1163,5.995,0,23.23,32.06,32.6475
1164,6.03,0,23.2175,32.0825,32.5875
1165,5.98,0,23.3325,32.1375,32.4325
1166,5.9675,0,23.3275,32.1725,32.4625
1167,5.99,0,23.335,31.9925,32.3625
1168,5.89,0,23.415,31.9775,32.3475
1169,5.86,0,23.415,32.1875,32.23
1170,5.81,0,23.5,32.0825,32.3325
1171,5.85,0,23.5675,32.0475,32.1675
1172,5.8475,0,23.5925,32.07,32.0975
1173,5.8225,0,23.6975,31.9975,32.095
1174,5.7875,0,23.735,32.0025,32.0725
1175,5.7675,0,23.725,32.23,32.11
1176,5.7025,0,23.6775,32.225,31.94
1177,5.7175,0,23.6025,32.3625,31.955
1178,5.63,0,23.6225,32.415,31.9675
1179,5.6,0,23.66,32.5475,31.92
1180,5.61,0,23.6775,32.5775,31.9225
1181,5.6,0,23.67,32.5825,31.9925
1182,5.595,0,23.6725,32.72,31.9025
1183,5.5925,0,23.725,32.79,31.775
1184,5.6325,0,23.77,32.7375,31.6225
1185,5.6325,0,23.73,32.735,31.5225
1186,5.63,0,23.7975,32.7475,31.5625
1187,5.6325,0,23.8925,32.7025,31.475
1188,5.5575,0,23.9125,32.76,31.395
1189,5.5875,0,23.965,32.7325,31.2675
1190,5.5825,0,24.02,32.7575,31.2175
1191,5.495,0,24.215,32.8025,31.2
1192,5.4925,0,24.185,32.8275,31.02
1193,5.5325,0,24.385,32.585,30.9975
1194,5.555,0,24.605,32.5875,31.1575
